ensayo_id,lote_id,fecha,mes,sku,producto,linea,proteina_declarada_g,proteina_medida_g,cumple_proteina,humedad_pct,aerobios_ufc_g,metales_pesados_ppm,metodo,resultado
EN-01394,L202607-01400,2026-07-07,2026-07,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,25.6,25.4,True,3.18,566,0.089,Kjeldahl,Aprobado
EN-01395,L202601-00933,2026-01-09,2026-01,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,25.4,26.2,True,3.59,248,0.15,NIR (analizador infrarrojo),Aprobado
EN-01396,L202603-01101,2026-03-03,2026-03,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,26.4,28.0,True,3.98,115,0.029,NIR (analizador infrarrojo),Aprobado
EN-01397,L202604-01208,2026-04-23,2026-04,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),24.8,25.7,True,4.31,299,0.0,NIR (analizador infrarrojo),Aprobado
EN-01398,L202504-00248,2025-04-03,2025-04,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,22.7,22.5,True,2.43,362,0.09,NIR (analizador infrarrojo),Aprobado
EN-01399,L202507-00477,2025-07-09,2025-07,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,23.3,22.4,True,3.21,3024,0.161,Kjeldahl,Aprobado
EN-01400,L202502-00086,2025-02-15,2025-02,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,23.3,22.8,True,2.93,1069,0.001,NIR (analizador infrarrojo),Aprobado
EN-01401,L202507-00470,2025-07-12,2025-07,MER-BAC,Nutramerican Backpack,Maquila externa,24.5,24.9,True,4.4,40,0.139,NIR (analizador infrarrojo),Aprobado
EN-01402,L202504-00226,2025-04-13,2025-04,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,25.6,25.1,True,2.81,1472,0.118,NIR (analizador infrarrojo),Aprobado
EN-01403,L202511-00775,2025-11-12,2025-11,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,26.9,27.6,True,2.42,262,0.003,NIR (analizador infrarrojo),Rechazado
EN-01404,L202505-00332,2025-05-07,2025-05,RAD-MYT-12,Myth Legendary Pre-Workout x12,Bebidas RTD (lata),22.9,23.5,True,4.96,489,0.034,Kjeldahl,Aprobado
EN-01405,L202504-00234,2025-04-18,2025-04,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,24.4,24.5,True,4.26,1514,0.438,Kjeldahl,Aprobado
EN-01406,L202509-00589,2025-09-20,2025-09,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,22.8,22.7,True,2.58,1260,0.113,NIR (analizador infrarrojo),Aprobado
EN-01407,L202507-00476,2025-07-05,2025-07,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,22.6,22.1,True,3.59,699,0.032,Microbiología,Aprobado
EN-01408,L202605-01285,2026-05-14,2026-05,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,25.6,25.5,True,4.38,1957,0.2,Kjeldahl,Aprobado
EN-01409,L202509-00600,2025-09-23,2025-09,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,23.5,22.6,True,4.18,547,0.108,Kjeldahl,Aprobado
EN-01410,L202506-00422,2025-06-16,2025-06,STK-CRE-SAC,Crea Stack Display sachets,Sachets & Display,24.7,24.9,True,3.29,141,0.051,NIR (analizador infrarrojo),Aprobado
EN-01411,L202503-00183,2025-03-06,2025-03,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,23.2,24.0,True,3.89,92,0.016,NIR (analizador infrarrojo),Aprobado
EN-01412,L202602-00989,2026-02-21,2026-02,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,26.2,25.2,True,3.81,1239,0.075,Microbiología,Aprobado
EN-01413,L202602-01001,2026-02-25,2026-02,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,23.8,24.4,True,5.16,518,0.116,Kjeldahl,Aprobado
EN-01414,L202606-01357,2026-06-01,2026-06,RAD-ENX,Energy X,Polvos & Envasado,23.3,24.2,True,3.17,896,0.05,NIR (analizador infrarrojo),Aprobado
EN-01415,L202501-00050,2025-01-19,2025-01,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,22.2,23.2,True,4.39,186,0.098,NIR (analizador infrarrojo),Aprobado
EN-01416,L202607-01444,2026-07-10,2026-07,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,26.6,26.9,True,4.68,461,0.099,Kjeldahl,Aprobado
EN-01417,L202602-01030,2026-02-08,2026-02,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,25.3,25.3,True,3.28,1118,0.448,Microbiología,Aprobado
EN-01418,L202508-00530,2025-08-07,2025-08,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,25.2,26.4,True,1.4,1056,0.041,Kjeldahl,Aprobado
EN-01419,L202605-01259,2026-05-10,2026-05,MER-BAC,Nutramerican Backpack,Maquila externa,23.8,24.6,True,2.68,2447,0.207,Microbiología,Aprobado
EN-01420,L202507-00487,2025-07-26,2025-07,RAD-ENX,Energy X,Polvos & Envasado,24.7,25.8,True,4.07,2365,0.016,NIR (analizador infrarrojo),Aprobado
EN-01421,L202608-01502,2026-08-17,2026-08,MEG-CRE-10,Megaplex Creatine Power 10 lb,Polvos & Envasado,25.6,26.9,True,3.12,569,0.079,Microbiología,Aprobado
EN-01422,L202507-00498,2025-07-09,2025-07,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),27.0,26.9,True,2.2,801,0.002,NIR (analizador infrarrojo),Aprobado
EN-01423,L202502-00107,2025-02-21,2025-02,MEG-CRE-10,Megaplex Creatine Power 10 lb,Polvos & Envasado,26.7,27.2,True,3.91,418,0.101,Kjeldahl,Aprobado
EN-01424,L202507-00444,2025-07-25,2025-07,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,25.7,26.0,True,3.84,608,0.02,Absorción atómica,Aprobado
EN-01425,L202510-00647,2025-10-27,2025-10,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,22.3,22.5,True,2.81,216,0.025,NIR (analizador infrarrojo),Aprobado
EN-01426,L202602-01037,2026-02-09,2026-02,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,26.4,25.6,True,2.83,775,0.109,Kjeldahl,Aprobado
EN-01427,L202511-00727,2025-11-07,2025-11,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,26.7,26.2,True,4.82,165,0.123,NIR (analizador infrarrojo),Aprobado
EN-01428,L202503-00191,2025-03-06,2025-03,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,26.1,26.9,True,3.75,468,0.017,Microbiología,Aprobado
EN-01429,L202505-00283,2025-05-08,2025-05,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,24.7,25.2,True,3.31,1119,0.107,NIR (analizador infrarrojo),Aprobado
EN-01430,L202501-00030,2025-01-10,2025-01,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,24.1,25.4,True,3.43,1010,0.211,Kjeldahl,Aprobado
EN-01431,L202503-00170,2025-03-22,2025-03,MEG-CRE-10,Megaplex Creatine Power 10 lb,Polvos & Envasado,23.4,22.9,True,5.27,384,0.003,NIR (analizador infrarrojo),Aprobado
EN-01432,L202602-01002,2026-02-03,2026-02,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,26.9,28.3,True,3.35,272,0.133,NIR (analizador infrarrojo),Aprobado
EN-01433,L202604-01205,2026-04-18,2026-04,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),22.3,23.2,True,3.26,632,0.078,Microbiología,Aprobado
EN-01434,L202502-00101,2025-02-24,2025-02,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,24.0,25.5,True,3.42,1143,0.053,Kjeldahl,Aprobado
EN-01435,L202503-00198,2025-03-26,2025-03,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,23.5,24.3,True,3.43,644,0.032,NIR (analizador infrarrojo),Aprobado
EN-01436,L202507-00496,2025-07-24,2025-07,RAD-RES-24,Rescue · paca x24,Bebidas RTD (lata),25.6,25.7,True,3.94,2663,0.012,NIR (analizador infrarrojo),Cuarentena
EN-01437,L202510-00648,2025-10-15,2025-10,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,22.5,22.3,True,5.04,445,0.062,Kjeldahl,Aprobado
EN-01438,L202602-00988,2026-02-01,2026-02,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,26.8,28.6,True,3.62,408,0.072,Microbiología,Aprobado
EN-01439,L202501-00045,2025-01-10,2025-01,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,26.2,25.9,True,2.87,935,0.005,NIR (analizador infrarrojo),Aprobado
EN-01440,L202510-00711,2025-10-19,2025-10,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),24.8,24.7,True,3.55,571,0.203,Kjeldahl,Cuarentena
EN-01441,L202506-00374,2025-06-08,2025-06,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,23.7,24.7,True,3.37,407,0.022,NIR (analizador infrarrojo),Aprobado
EN-01442,L202510-00679,2025-10-22,2025-10,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,24.3,24.7,True,2.95,2768,0.008,NIR (analizador infrarrojo),Aprobado
EN-01443,L202508-00567,2025-08-17,2025-08,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),26.6,26.9,True,3.23,220,0.028,NIR (analizador infrarrojo),Aprobado
EN-01444,L202512-00848,2025-12-17,2025-12,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,26.2,26.3,True,2.99,683,0.031,Microbiología,Aprobado
EN-01445,L202507-00461,2025-07-11,2025-07,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,22.4,23.5,True,3.73,351,0.008,NIR (analizador infrarrojo),Aprobado
EN-01446,L202607-01438,2026-07-22,2026-07,NUT-SB,Nutra Smart Baby,Polvos & Envasado,23.7,25.0,True,4.58,34,0.004,NIR (analizador infrarrojo),Aprobado
EN-01447,L202604-01156,2026-04-23,2026-04,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,22.1,22.3,True,2.18,905,0.254,Kjeldahl,Aprobado
EN-01448,L202501-00040,2025-01-04,2025-01,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,24.8,24.9,True,3.23,642,0.099,Microbiología,Aprobado
EN-01449,L202507-00435,2025-07-06,2025-07,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,23.7,24.4,True,3.34,674,0.113,Microbiología,Aprobado
EN-01450,L202601-00974,2026-01-06,2026-01,STK-CRE-SAC,Crea Stack Display sachets,Sachets & Display,25.0,24.1,True,2.95,1932,0.019,Microbiología,Aprobado
EN-01451,L202605-01240,2026-05-26,2026-05,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,22.7,22.7,True,3.17,209,0.076,NIR (analizador infrarrojo),Aprobado
EN-01452,L202602-01008,2026-02-15,2026-02,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,23.5,23.5,True,4.15,1242,0.093,Microbiología,Aprobado
EN-01453,L202507-00457,2025-07-08,2025-07,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,23.4,24.0,True,2.97,575,0.02,Kjeldahl,Aprobado
EN-01454,L202504-00261,2025-04-13,2025-04,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,24.5,25.3,True,4.31,666,0.11,NIR (analizador infrarrojo),Aprobado
EN-01455,L202501-00036,2025-01-14,2025-01,MEG-GAI-3,Gainz 3 lb,Polvos & Envasado,22.4,21.8,True,3.25,1863,0.029,Kjeldahl,Aprobado
EN-01456,L202512-00828,2025-12-17,2025-12,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,26.8,26.3,True,2.82,506,0.027,NIR (analizador infrarrojo),Aprobado
EN-01457,L202505-00310,2025-05-27,2025-05,MEG-GAI-3,Gainz 3 lb,Polvos & Envasado,26.0,26.4,True,4.57,342,0.013,Microbiología,Aprobado
EN-01458,L202504-00277,2025-04-09,2025-04,STK-GLU,Gluta Stack,Polvos & Envasado,22.0,21.0,True,3.83,167,0.014,NIR (analizador infrarrojo),Aprobado
EN-01459,L202509-00637,2025-09-18,2025-09,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),23.5,24.0,True,3.02,521,0.002,NIR (analizador infrarrojo),Cuarentena
EN-01460,L202510-00655,2025-10-07,2025-10,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,25.3,26.1,True,4.16,128,0.102,NIR (analizador infrarrojo),Aprobado
EN-01461,L202509-00623,2025-09-08,2025-09,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,26.4,26.0,True,1.55,541,0.024,NIR (analizador infrarrojo),Aprobado
EN-01462,L202512-00845,2025-12-15,2025-12,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,22.3,22.2,True,3.7,2808,0.045,Kjeldahl,Aprobado
EN-01463,L202506-00394,2025-06-22,2025-06,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,23.9,24.2,True,2.99,125,0.05,NIR (analizador infrarrojo),Aprobado
EN-01464,L202502-00108,2025-02-26,2025-02,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,26.5,26.9,True,4.21,133,0.141,NIR (analizador infrarrojo),Cuarentena
EN-01465,L202505-00350,2025-05-18,2025-05,STK-GLU,Gluta Stack,Polvos & Envasado,26.3,26.0,True,3.97,367,0.006,NIR (analizador infrarrojo),Aprobado
EN-01466,L202508-00525,2025-08-27,2025-08,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,24.9,25.2,True,3.38,513,0.062,NIR (analizador infrarrojo),Aprobado
EN-01467,L202511-00785,2025-11-19,2025-11,RAD-MYT-24,Myth Legendary Pre-Workout x24,Bebidas RTD (lata),23.8,22.9,True,3.72,1370,0.198,NIR (analizador infrarrojo),Aprobado
EN-01468,L202501-00048,2025-01-20,2025-01,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,23.4,22.3,True,3.49,559,0.059,NIR (analizador infrarrojo),Aprobado
EN-01469,L202503-00204,2025-03-25,2025-03,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,23.0,24.0,True,3.42,1461,0.032,Microbiología,Aprobado
EN-01470,L202501-00022,2025-01-10,2025-01,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,25.5,24.6,True,5.16,547,0.055,Kjeldahl,Aprobado
EN-01471,L202506-00403,2025-06-06,2025-06,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,26.4,26.2,True,3.92,916,0.011,Absorción atómica,Aprobado
EN-01472,L202603-01108,2026-03-06,2026-03,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,24.6,25.6,True,4.31,214,0.044,NIR (analizador infrarrojo),Aprobado
EN-01473,L202604-01155,2026-04-16,2026-04,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,25.1,26.0,True,3.12,356,0.091,NIR (analizador infrarrojo),Aprobado
EN-01474,L202607-01440,2026-07-24,2026-07,NUT-SB-DIS,Nutra Smart Baby Display,Sachets & Display,24.2,24.1,True,3.94,1771,0.062,Kjeldahl,Rechazado
EN-01475,L202602-00990,2026-02-18,2026-02,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,23.9,24.6,True,3.31,2051,0.458,Kjeldahl,Aprobado
EN-01476,L202511-00742,2025-11-21,2025-11,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,24.9,25.6,True,2.79,2110,0.227,NIR (analizador infrarrojo),Aprobado
EN-01477,L202606-01311,2026-06-20,2026-06,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,23.4,24.6,True,3.16,459,0.052,Kjeldahl,Cuarentena
EN-01478,L202604-01148,2026-04-21,2026-04,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,24.3,24.4,True,4.5,1440,0.033,Microbiología,Aprobado
EN-01479,L202501-00034,2025-01-03,2025-01,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,26.4,26.7,True,4.47,451,0.125,Microbiología,Aprobado
EN-01480,L202511-00788,2025-11-05,2025-11,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),22.1,22.5,True,1.81,3041,0.108,Microbiología,Aprobado
EN-01481,L202601-00924,2026-01-11,2026-01,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,24.7,24.1,True,2.95,589,0.035,Microbiología,Aprobado
EN-01482,L202602-01044,2026-02-24,2026-02,RAD-MYT-12,Myth Legendary Pre-Workout x12,Bebidas RTD (lata),26.8,25.4,False,4.37,1698,0.046,Kjeldahl,Aprobado
EN-01483,L202608-01486,2026-08-06,2026-08,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,24.9,26.2,True,3.32,170,0.087,NIR (analizador infrarrojo),Aprobado
EN-01484,L202605-01244,2026-05-25,2026-05,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,25.6,26.2,True,4.14,283,0.025,NIR (analizador infrarrojo),Aprobado
EN-01485,L202509-00580,2025-09-04,2025-09,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,26.4,25.0,False,2.82,284,0.104,Microbiología,Aprobado
EN-01486,L202507-00482,2025-07-18,2025-07,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,24.8,25.9,True,4.32,631,0.147,NIR (analizador infrarrojo),Aprobado
EN-01487,L202601-00932,2026-01-07,2026-01,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,23.9,26.8,True,2.64,417,0.054,NIR (analizador infrarrojo),Aprobado
EN-01488,L202506-00357,2025-06-01,2025-06,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,25.1,25.5,True,3.95,441,0.058,NIR (analizador infrarrojo),Aprobado
EN-01489,L202605-01249,2026-05-21,2026-05,MEG-CRE-10,Megaplex Creatine Power 10 lb,Polvos & Envasado,24.6,25.4,True,4.42,4252,0.1,NIR (analizador infrarrojo),Aprobado
EN-01490,L202511-00760,2025-11-01,2025-11,MEG-SOY,Mega Soy,Polvos & Envasado,24.5,23.3,True,2.69,378,0.335,Absorción atómica,Aprobado
EN-01491,L202502-00093,2025-02-24,2025-02,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,25.3,27.6,True,3.99,556,0.393,NIR (analizador infrarrojo),Aprobado
EN-01492,L202604-01176,2026-04-17,2026-04,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,23.1,23.8,True,3.11,1714,0.007,Absorción atómica,Aprobado
EN-01493,L202607-01416,2026-07-05,2026-07,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,25.9,26.0,True,2.79,240,0.03,NIR (analizador infrarrojo),Aprobado
EN-01494,L202606-01342,2026-06-11,2026-06,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,25.0,24.6,True,3.3,1097,0.013,Kjeldahl,Aprobado
EN-01495,L202608-01473,2026-08-12,2026-08,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,23.7,22.3,False,3.81,231,0.029,Kjeldahl,Aprobado
EN-01496,L202512-00804,2025-12-03,2025-12,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,24.0,24.3,True,3.05,283,0.044,Kjeldahl,Aprobado
EN-01497,L202511-00746,2025-11-23,2025-11,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,24.7,26.8,True,4.25,267,0.034,NIR (analizador infrarrojo),Aprobado
EN-01498,L202505-00280,2025-05-09,2025-05,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,26.4,26.4,True,4.16,516,0.081,Microbiología,Aprobado
EN-01499,L202511-00765,2025-11-13,2025-11,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,26.4,25.3,True,2.62,511,0.142,NIR (analizador infrarrojo),Aprobado
EN-01500,L202509-00605,2025-09-22,2025-09,MEG-CRE-10,Megaplex Creatine Power 10 lb,Polvos & Envasado,25.6,25.9,True,2.38,414,0.015,NIR (analizador infrarrojo),Aprobado
EN-01501,L202608-01531,2026-08-16,2026-08,RAD-ENX,Energy X,Polvos & Envasado,25.9,26.1,True,4.87,344,0.07,NIR (analizador infrarrojo),Aprobado
EN-01502,L202606-01374,2026-06-10,2026-06,STK-BUR-L24,Burner Stack Lata · paca x24,Bebidas RTD (lata),25.5,25.8,True,3.53,1585,0.139,NIR (analizador infrarrojo),Aprobado
EN-01503,L202607-01399,2026-07-16,2026-07,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,26.0,26.2,True,4.35,1788,0.104,NIR (analizador infrarrojo),Aprobado
EN-01504,L202506-00401,2025-06-15,2025-06,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,25.7,25.6,True,3.63,907,0.242,NIR (analizador infrarrojo),Aprobado
EN-01505,L202504-00258,2025-04-25,2025-04,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,23.3,22.5,True,3.9,1630,0.001,NIR (analizador infrarrojo),Aprobado
EN-01506,L202601-00945,2026-01-07,2026-01,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,22.7,21.9,True,3.3,2568,0.024,NIR (analizador infrarrojo),Aprobado
EN-01507,L202603-01097,2026-03-17,2026-03,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,25.9,26.4,True,2.64,430,0.229,NIR (analizador infrarrojo),Aprobado
EN-01508,L202605-01220,2026-05-23,2026-05,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,25.3,27.4,True,4.13,349,0.309,NIR (analizador infrarrojo),Aprobado
EN-01509,L202608-01508,2026-08-18,2026-08,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,26.0,26.5,True,3.28,4145,0.114,NIR (analizador infrarrojo),Aprobado
EN-01510,L202604-01162,2026-04-09,2026-04,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,24.0,23.8,True,3.77,386,0.239,Kjeldahl,Aprobado
EN-01511,L202507-00495,2025-07-09,2025-07,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),26.3,26.0,True,4.97,128,0.037,Microbiología,Aprobado
EN-01512,L202511-00773,2025-11-24,2025-11,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,24.1,25.0,True,4.78,1015,0.022,Microbiología,Aprobado
EN-01513,L202508-00551,2025-08-13,2025-08,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,24.5,26.0,True,4.33,305,0.082,Kjeldahl,Aprobado
EN-01514,L202608-01487,2026-08-27,2026-08,BIP-CLA-3CA,BiPro Classic Capuccino 3 lb,Polvos & Envasado,24.9,26.2,True,2.18,538,0.038,Microbiología,Aprobado
EN-01515,L202503-00202,2025-03-02,2025-03,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),24.1,23.7,True,4.08,75,0.034,NIR (analizador infrarrojo),Rechazado
EN-01516,L202505-00313,2025-05-26,2025-05,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,22.0,21.6,True,3.29,689,0.045,Microbiología,Aprobado
EN-01517,L202505-00291,2025-05-05,2025-05,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,23.1,23.6,True,4.5,166,0.123,Microbiología,Aprobado
EN-01518,L202604-01214,2026-04-13,2026-04,STK-COMBO,Combo BiPro Lite + Burner Stack,Polvos & Envasado,24.9,25.2,True,3.29,173,0.1,Microbiología,Aprobado
EN-01519,L202511-00764,2025-11-26,2025-11,MER-BAC,Nutramerican Backpack,Maquila externa,26.2,27.0,True,4.34,1118,0.098,Kjeldahl,Aprobado
EN-01520,L202603-01137,2026-03-10,2026-03,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,23.4,23.0,True,2.1,184,0.027,NIR (analizador infrarrojo),Aprobado
EN-01521,L202601-00950,2026-01-21,2026-01,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,23.8,24.2,True,2.18,530,0.14,NIR (analizador infrarrojo),Cuarentena
EN-01522,L202503-00184,2025-03-27,2025-03,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,24.4,25.5,True,3.36,275,0.057,Kjeldahl,Aprobado
EN-01523,L202604-01177,2026-04-04,2026-04,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,22.8,22.9,True,3.79,455,0.241,NIR (analizador infrarrojo),Aprobado
EN-01524,L202606-01350,2026-06-15,2026-06,NUT-SB-DIS,Nutra Smart Baby Display,Sachets & Display,26.9,26.8,True,2.92,884,0.009,Kjeldahl,Aprobado
EN-01525,L202603-01069,2026-03-04,2026-03,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,22.6,24.0,True,4.51,499,0.248,Absorción atómica,Aprobado
EN-01526,L202607-01469,2026-07-23,2026-07,STK-PRW,Prime W Collagen Stack,Polvos & Envasado,23.9,23.2,True,3.42,244,0.108,NIR (analizador infrarrojo),Aprobado
EN-01527,L202602-01031,2026-02-03,2026-02,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,24.3,24.8,True,1.2,347,0.058,Absorción atómica,Aprobado
EN-01528,L202504-00251,2025-04-07,2025-04,MEG-SOY,Mega Soy,Polvos & Envasado,23.2,22.6,True,4.12,398,0.047,Absorción atómica,Aprobado
EN-01529,L202512-00824,2025-12-01,2025-12,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,23.4,24.3,True,4.85,787,0.079,Microbiología,Aprobado
EN-01530,L202603-01100,2026-03-21,2026-03,MEG-GAI-64,Gainz Vainilla 6.4 lb,Polvos & Envasado,23.8,23.1,True,5.53,1424,0.067,Microbiología,Aprobado
EN-01531,L202601-00941,2026-01-04,2026-01,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,23.4,24.0,True,3.59,177,0.283,Absorción atómica,Aprobado
EN-01532,L202506-00392,2025-06-11,2025-06,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,26.8,26.5,True,3.94,3652,0.078,Microbiología,Aprobado
EN-01533,L202607-01457,2026-07-24,2026-07,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),22.6,22.7,True,2.87,454,0.013,Kjeldahl,Aprobado
EN-01534,L202603-01093,2026-03-18,2026-03,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,24.9,24.6,True,2.87,436,0.005,Microbiología,Aprobado
EN-01535,L202604-01192,2026-04-16,2026-04,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,22.7,23.8,True,3.9,1060,0.097,NIR (analizador infrarrojo),Aprobado
EN-01536,L202601-00905,2026-01-23,2026-01,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,24.3,23.4,True,2.98,1810,0.01,Kjeldahl,Aprobado
EN-01537,L202511-00731,2025-11-03,2025-11,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,24.0,23.7,True,3.52,236,0.005,NIR (analizador infrarrojo),Aprobado
